PROV1100;Xinchei-Konu;;;;;
PROV1101;Seafalls;;;;;
PROV1102;Murkwood;;;;;
PROV1103;Shahee;;;;;
PROV1104;Keeratan;;;;;
PROV1105;Greenglade;;;;;
PROV1106;Riverbridge;;;;;
PROV1107;Seen-Slei;;;;;
PROV1108;Mideesh;;;;;
PROV1109;Tashvee;;;;;
PROV111;Grahtwood Coast;;;;;
PROV1110;Tereen;;;;;
PROV1111;Neeslei;;;;;
PROV1112;Stonewastes;;;;;
PROV1113;Seafront;;;;;
PROV1114;White Rose Fens;;;;;
PROV1115;Lake Deesh;;;;;
PROV1116;Lake Neelei;;;;;
PROV1117;Mariandia;;;;;
PROV1118;Market Hall;;;;;
PROV1119;Fentusta;;;;;
PROV112;Western Sea of Valenwood;;;;;
PROV1120;Leyawiin Castle;;;;;
PROV1121;Leris;;;;;
PROV1122;Hreisvar;;;;;
PROV1123;Alcettia;;;;;
PROV1124;Blankenmarch;;;;;
PROV1125;Temple District;;;;;
PROV1126;Blackwood;;;;;
PROV1127;Naspia;;;;;
PROV1128;Robber's Glen;;;;;
PROV1129;Kynareth's Grotto;;;;;
PROV113;Grahtwood Coast;;;;;
PROV1130;Bravil Castle;;;;;
PROV1131;Bravil;;;;;
PROV1132;Alessia;;;;;
PROV1133;Sard;;;;;
PROV1134;Homestead;;;;;
PROV1135;Roebeck;;;;;
PROV1136;Veyond Caves;;;;;
PROV1137;Fanacasecul;;;;;
PROV1138;Wooden Hand;;;;;
PROV1139;Greenmead;;;;;
PROV114;Kaeious;;;;;
PROV1140;Wayshrine of Dibella;;;;;
PROV1141;Collarbone;;;;;
PROV1142;Nornalhorst;;;;;
PROV1143;Ra'sava;;;;;
PROV1144;Southern Skingrad;;;;;
PROV1145;Silorn;;;;;
PROV1146;Ostumir;;;;;
PROV1147;Weatherleah;;;;;
PROV1148;Shadrock;;;;;
PROV1149;Trader's Circle;;;;;
PROV115;Grahtwood Coast;;;;;
PROV1150;Kvatch Castle;;;;;
PROV1151;Temple Square;;;;;
PROV1152;Varondo;;;;;
PROV1153;Vautellia;;;;;
PROV1154;Gweden;;;;;
PROV1155;Jode's Pocket;;;;;
PROV1156;Vesagrius;;;;;
PROV1157;Allidenius;;;;;
PROV1158;Anvil Castle;;;;;
PROV1159;Anvil Lighthouse;;;;;
PROV116;Rawl-Ri Bay;;;;;
PROV1160;Garlas Agea;;;;;
PROV1161;Anvil;;;;;
PROV1162;Hastel;;;;;
PROV1163;Wayshrine of Mara;;;;;
PROV1164;Bodean;;;;;
PROV1165;Belletor's Folly;;;;;
PROV1166;Kvatch City;;;;;
PROV1167;Atrene;;;;;
PROV1168;Crowhaven;;;;;
PROV1169;Praxennia;;;;;
PROV117;Khenarthi's Coast;;;;;
PROV1170;Wariel;;;;;
PROV1171;Stirk;;;;;
PROV1172;Trumbe;;;;;
PROV1173;Ales;;;;;
PROV1174;Latara;;;;;
PROV1175;Sepades;;;;;
PROV1176;Niryastare;;;;;
PROV1177;Essar;;;;;
PROV1178;Hackdirt;;;;;
PROV1179;Great Oak;;;;;
PROV118;Khenarthi's Sea;;;;;
PROV1180;Lipsand Tarn;;;;;
PROV1181;Nonwyll;;;;;
PROV1182;Fallen Rock;;;;;
PROV1183;Wendir;;;;;
PROV1184;Ninendava;;;;;
PROV1185;Shrine of Kynareth;;;;;
PROV1186;Nikel;;;;;
PROV1187;Hrotanda Vale;;;;;
PROV1188;Ceyatatar;;;;;
PROV1189;Weynon Priory;;;;;
PROV119;Virril;;;;;
PROV1190;Lanora;;;;;
PROV1191;Weye;;;;;
PROV1192;Capstone;;;;;
PROV1193;Dragonclaw;;;;;
PROV1194;Bruma Castle;;;;;
PROV1195;Nethar;;;;;
PROV1196;Jerall Steps;;;;;
PROV1197;Caractacus;;;;;
PROV1198;Sercen;;;;;
PROV1199;Messiena;;;;;
PROV12;Far Sheogorath Sea;;;;;
PROV120;Khenarthi's Sea;;;;;
PROV1200;Roxey;;;;;
PROV1201;Vilverin;;;;;
PROV1202;Selviloria;;;;;
PROV1203;Sideways;;;;;
PROV1204;Wellspring Island;;;;;
PROV1205;Sena;;;;;
PROV1206;Imperial City;;;;;
PROV1207;Waelori;;;;;
PROV1208;Shinbone;;;;;
PROV1209;Vanua;;;;;
PROV121;Secunda's Coast;;;;;
PROV1210;Hedoran;;;;;
PROV1211;Culotte;;;;;
PROV1212;Velia;;;;;
PROV1213;Horunn;;;;;
PROV1214;Vulpinaz;;;;;
PROV1215;Anga;;;;;
PROV1216;Panther's Mouth;;;;;
PROV1217;Fanacas;;;;;
PROV1218;Ellehar;;;;;
PROV1219;Gold-Throat;;;;;
PROV122;Khenarthi's Sea;;;;;
PROV1220;Licinia;;;;;
PROV1221;Farmer's Nook;;;;;
PROV1222;Shattered Scales;;;;;
PROV1223;Wendelbek;;;;;
PROV1224;Teleman;;;;;
PROV1225;Sundercliff;;;;;
PROV1226;Cuptor;;;;;
PROV1227;Welke;;;;;
PROV1228;Dread Cellar;;;;;
PROV1229;Atatar;;;;;
PROV123;Secunda's Coast;;;;;
PROV1230;Taionia;;;;;
PROV1231;Moraheme;;;;;
PROV1232;Flecia;;;;;
PROV1233;Cadlew Chapel;;;;;
PROV1234;Mackamentain;;;;;
PROV1235;Entius;;;;;
PROV1236;Ondo;;;;;
PROV1237;Dive Rock;;;;;
PROV1238;Walker;;;;;
PROV1239;Bunari;;;;;
PROV124;Southern Topal Bay;;;;;
PROV1240;Kingscrest Caverns;;;;;
PROV1241;Ephine;;;;;
PROV1242;Gernet;;;;;
PROV1243;Hame;;;;;
PROV1244;Malada;;;;;
PROV1245;Naso;;;;;
PROV1246;Scinia;;;;;
PROV1247;Shadow Stone;;;;;
PROV1248;Cadria;;;;;
PROV1249;Facia;;;;;
PROV125;Coast of Black Marsh;;;;;
PROV1250;Trossan;;;;;
PROV1251;Aethelenia;;;;;
PROV1252;Nornal;;;;;
PROV1253;Edelinne;;;;;
PROV1254;Vahtacen;;;;;
PROV1255;Lost Boy;;;;;
PROV1256;Nayon;;;;;
PROV1257;Lake Bernja;;;;;
PROV1258;Lake Aerana;;;;;
PROV1259;Lake Ariecella;;;;;
PROV126;Coast of Black Marsh;;;;;
PROV1260;Lake Rosela;;;;;
PROV1261;Lake Tennia;;;;;
PROV1262;Lake Vellea;;;;;
PROV1263;Lake Canulus;;;;;
PROV1264;Merryfair;;;;;
PROV1265;Darklight;;;;;
PROV1266;Rkund;;;;;
PROV1267;Fallowstone;;;;;
PROV1268;Riften;;;;;
PROV1269;Ruunvald;;;;;
PROV127;Central Topal Bay;;;;;
PROV1270;Kagrenzel;;;;;
PROV1271;Shor's Stone;;;;;
PROV1272;Tolvald's Cave;;;;;
PROV1273;Shor's Watchtower;;;;;
PROV1274;Grerria;;;;;
PROV1275;Windhelm;;;;;
PROV1276;Thaior;;;;;
PROV1277;Itary;;;;;
PROV1278;Anga's Mill;;;;;
PROV1279;Cronvangr;;;;;
PROV128;Central Topal Bay;;;;;
PROV1280;Eldergleam;;;;;
PROV1281;Darkwater Crossing;;;;;
PROV1282;Mistwatch;;;;;
PROV1283;Snapleg;;;;;
PROV1284;Groski;;;;;
PROV1285;Orphan Rock;;;;;
PROV1286;Ivarstead;;;;;
PROV1287;Arcwind;;;;;
PROV1288;Shroud Hearth Barrow;;;;;
PROV1289;Falkreath Gate;;;;;
PROV129;Southern Topal Bay;;;;;
PROV1290;Hesinna;;;;;
PROV1291;Falkreath;;;;;
PROV1292;Halldir's Cairn;;;;;
PROV1293;Lydisa;;;;;
PROV1294;Bannermist;;;;;
PROV1295;Twilight Sepulcher;;;;;
PROV1296;Glenmoril Coven;;;;;
PROV1297;Hunter's Rest;;;;;
PROV1298;Balamath;;;;;
PROV1299;Winterhold;;;;;
PROV13;Far Sheogorath Sea;;;;;
PROV130;Central Topal Bay;;;;;
PROV1300;Ysgramor's Tomb;;;;;
PROV1301;Agnese;;;;;
PROV1302;Whitewatch;;;;;
PROV1303;Giant's Tooth;;;;;
PROV1304;Tildar;;;;;
PROV1305;Red Road Pass;;;;;
PROV1306;Dawnstar;;;;;
PROV1307;Yngvild;;;;;
PROV1308;Adiith;;;;;
PROV1309;Starkad;;;;;
PROV131;Northern Altean Sea;;;;;
PROV1310;Amol;;;;;
PROV1311;Mixwater;;;;;
PROV1312;Cradlecrush;;;;;
PROV1313;Skybound Watch;;;;;
PROV1314;Irkngthand;;;;;
PROV1315;Korvanjund;;;;;
PROV1316;Gistred;;;;;
PROV1317;Ysolerd;;;;;
PROV1318;Hillgrund's Tomb;;;;;
PROV1319;Whiterun;;;;;
PROV132;Khael Strait;;;;;
PROV1320;Nilsari;;;;;
PROV1321;Kirgeira;;;;;
PROV1322;Western Watchtower;;;;;
PROV1323;Secunda's Kiss;;;;;
PROV1324;Halted Stream;;;;;
PROV1325;Labyrinthian;;;;;
PROV1326;Hamvir's Rest;;;;;
PROV1327;Greenspring Hollow;;;;;
PROV1328;Redoran's Retreat;;;;;
PROV1329;Gretmor;;;;;
PROV133;Northern Dusk Sea;;;;;
PROV1330;Gloomreach;;;;;
PROV1331;Rorikstead;;;;;
PROV1332;Sundered Towers;;;;;
PROV1333;Bleakwind;;;;;
PROV1334;High Gate;;;;;
PROV1335;Robber's Gorge;;;;;
PROV1336;Morthal;;;;;
PROV1337;Folgunthur;;;;;
PROV1338;Cold Rock;;;;;
PROV1339;Brinewater;;;;;
PROV134;Southern Dusk Sea;;;;;
PROV1340;Ravenscar;;;;;
PROV1341;Nilsana;;;;;
PROV1342;Solitude;;;;;
PROV1343;Dragon Bridge;;;;;
PROV1344;Volkihar;;;;;
PROV1345;Northwatch;;;;;
PROV1346;Mareet;;;;;
PROV1347;Giant's Coast;;;;;
PROV1348;Rimerock;;;;;
PROV1349;Chillwind;;;;;
PROV135;Northern Dusk Sea;;;;;
PROV1350;Karthald;;;;;
PROV1351;Broken Tower;;;;;
PROV1352;Lover Stone;;;;;
PROV1353;Salvius;;;;;
PROV1354;Left Hand;;;;;
PROV1355;Markarth;;;;;
PROV1356;Ragnvald;;;;;
PROV1357;Hag Rock;;;;;
PROV1358;Hag's End;;;;;
PROV1359;Bthar-Zel;;;;;
PROV136;Northern Dusk Sea;;;;;
PROV1360;Harmugstahl;;;;;
PROV1361;Leap Redoubt;;;;;
PROV1362;Volskygge;;;;;
PROV1363;Forebears' Holdout;;;;;
PROV1364;Lake Ilinalta;;;;;
PROV1365;Lake Honnith;;;;;
PROV1366;Lake Geir;;;;;
PROV1367;Lake Yorgrim;;;;;
PROV1368;Shrieking Scar;;;;;
PROV1369;Sigil-a-Dant;;;;;
PROV137;Southern Dusk Sea;;;;;
PROV1370;Vale of Guardians;;;;;
PROV1371;Singfort;;;;;
PROV1372;Silumm;;;;;
PROV1373;Dresan;;;;;
PROV1374;Valewatch;;;;;
PROV1375;Alcaire;;;;;
PROV1376;Ilessa;;;;;
PROV1377;Man's Hallows;;;;;
PROV1378;Trapjaw's Cove;;;;;
PROV1379;Alysinetta;;;;;
PROV138;Eastern Sea of Valenwood;;;;;
PROV1380;Northmoor;;;;;
PROV1381;Dwynnarth;;;;;
PROV1382;Balfiera;;;;;
PROV1383;Seaview;;;;;
PROV1384;Camlorn;;;;;
PROV1385;Gaudet;;;;;
PROV1386;King's Guard;;;;;
PROV1387;Thoron Brook;;;;;
PROV1388;Moonlit Maw;;;;;
PROV1389;Menevia;;;;;
PROV139;Fenfice Coast;;;;;
PROV1390;Dreugh Waters;;;;;
PROV1391;Lagaur;;;;;
PROV1392;Hammerdeath;;;;;
PROV1393;Lecester;;;;;
PROV1394;White Haven;;;;;
PROV1395;Meir;;;;;
PROV1396;Phrygias;;;;;
PROV1397;Shadowfate;;;;;
PROV1398;Bregha-Fin;;;;;
PROV1399;Westwind;;;;;
PROV14;Roscrea-Morrowind Passage;;;;;
PROV140;Sea of Sul;;;;;
PROV1400;Normar Heights;;;;;
PROV1401;Erokii;;;;;
PROV1402;Boralis;;;;;
PROV1403;Honor's Rest;;;;;
PROV1404;Cumberland Falls;;;;;
PROV1405;Portdun;;;;;
PROV1406;Norvulk;;;;;
PROV1407;Markwasten;;;;;
PROV1408;Belenette;;;;;
PROV1409;Crypt of Hearts;;;;;
PROV141;Coast of Etho Sul;;;;;
PROV1410;Paragon's Remembrance;;;;;
PROV1411;Karthgran;;;;;
PROV1412;Shipwreck Cove;;;;;
PROV1413;Farrun;;;;;
PROV1414;Elanna;;;;;
PROV1415;Voanadette;;;;;
PROV1416;Erlisien;;;;;
PROV1417;Valton;;;;;
PROV1418;Cloud Spring;;;;;
PROV1419;Dunlain;;;;;
PROV142;Strait of Secula;;;;;
PROV1420;Arthas;;;;;
PROV1421;Raven Spring;;;;;
PROV1422;Evanara;;;;;
PROV1423;Murcien;;;;;
PROV1424;Bisnensel;;;;;
PROV1425;Rime Hammer;;;;;
PROV1426;Gjarma's Rock;;;;;
PROV1427;Eliecelle;;;;;
PROV1428;Jackdaw Cove;;;;;
PROV1429;Bralas;;;;;
PROV143;Humbled Coast;;;;;
PROV1430;Reywark;;;;;
PROV1431;Cliffpoint;;;;;
PROV1432;Tuntale;;;;;
PROV1433;Lake Elace;;;;;
PROV1434; ;;;;;
PROV1435;Lake Beletor;;;;;
PROV1436; ;;;;;
PROV1437; ;;;;;
PROV1438; ;;;;;
PROV1439; ;;;;;
PROV144;Humbled Coast;;;;;
PROV1440; ;;;;;
PROV1441; ;;;;;
PROV1442; ;;;;;
PROV1443;Colubrine Sea;;;;;
PROV1444; ;;;;;
PROV1445; ;;;;;
PROV1446;Varlaisvea;;;;;
PROV1447;Chaseguard;;;;;
PROV1448;Tark;;;;;
PROV1449;Othrelas;;;;;
PROV145;Coast of Vos;;;;;
PROV1450;Roseguard;;;;;
PROV1451;Kalsinia;;;;;
PROV1452;Stonemoor;;;;;
PROV1453;Southhill;;;;;
PROV1454;Orren;;;;;
PROV1455;Corten Mont;;;;;
PROV1456;Darinia;;;;;
PROV1457;Skyreach Catacombs;;;;;
PROV1458;Stonedale;;;;;
PROV1459;Cragkarth;;;;;
PROV146;Coast of Vos;;;;;
PROV1460;Nimbel Moor;;;;;
PROV1461;Tarll;;;;;
PROV1462;Endar;;;;;
PROV1463;North Hall;;;;;
PROV1464;Nalagash;;;;;
PROV1465;Mtharnaz;;;;;
PROV1466;Krisirah;;;;;
PROV1467;Heldom Mount;;;;;
PROV1468;Dragon Gate;;;;;
PROV1469;Fang Lair;;;;;
PROV147;Vallas Coast;;;;;
PROV1470;Dragonstar;;;;;
PROV1471;Athell;;;;;
PROV1472;Talirgel;;;;;
PROV1473;Riverpoint;;;;;
PROV1474;Ska'vyn;;;;;
PROV1475;Tarana;;;;;
PROV1476;Imiean;;;;;
PROV1477;Taliaron;;;;;
PROV1478;Thedell;;;;;
PROV1479;Gilane;;;;;
PROV148;Coast of Bondar;;;;;
PROV1480;Zariati;;;;;
PROV1481;Kithtias;;;;;
PROV1482;Danobia;;;;;
PROV1483;Faramal;;;;;
PROV1484;Tark Riverview;;;;;
PROV1485;Forsaken Hearts;;;;;
PROV1486;Talarus;;;;;
PROV1487;Monseda;;;;;
PROV1488;Yldzuun;;;;;
PROV1489;Thorstad;;;;;
PROV149;Cindea;;;;;
PROV1490;Aleelan;;;;;
PROV1491;Sorado;;;;;
PROV1492;Saltwalk;;;;;
PROV1493;Lainlyn;;;;;
PROV1494;Marthal;;;;;
PROV1495;Kelvhael;;;;;
PROV1496;Herne;;;;;
PROV1497;Cespar;;;;;
PROV1498;Cledia;;;;;
PROV1499;Raysandra;;;;;
PROV15;Roscrea-Morrowind Passage;;;;;
PROV150;Kareya;;;;;
PROV1500;Senan;;;;;
PROV1501;Bthzark;;;;;
PROV1502;Merchant's Plummet;;;;;
PROV1503;Dogeater Vale;;;;;
PROV1504;Port Nazot;;;;;
PROV1505;Bolvagport;;;;;
PROV1506;Shark's Teeth;;;;;
PROV1507;Kayesur;;;;;
PROV1508;Gwenginia;;;;;
PROV1509;Erlaiel;;;;;
PROV151;Altmer Sea;;;;;
PROV1510;Beri-Othrond;;;;;
PROV1511;Silverscale;;;;;
PROV1512;Limai;;;;;
PROV1513;Azzelan;;;;;
PROV1514;Lainebon;;;;;
PROV1515;Ennelan;;;;;
PROV1516;Oasis;;;;;
PROV1517;Yokudan Sea;;;;;
PROV1518; ;;;;;
PROV1519; ;;;;;
PROV152;Coast of Sunhold;;;;;
PROV1520;Abecean Sea;;;;;
PROV1521;Far Azurian Sea;;;;;
PROV1522; ;;;;;
PROV1523; ;;;;;
PROV1524; ;;;;;
PROV1525;Tempest Sea;;;;;
PROV1526; ;;;;;
PROV1527; ;;;;;
PROV1528; ;;;;;
PROV1529; ;;;;;
PROV153;Coast of Sunhold;;;;;
PROV1530; ;;;;;
PROV1531; ;;;;;
PROV1532; ;;;;;
PROV1533; ;;;;;
PROV1534;Coast of Thorn;;;;;
PROV1535;Veydos;;;;;
PROV1536;Kiatholdr;;;;;
PROV1537;Skerin;;;;;
PROV1538;Nezoria;;;;;
PROV1539;Mycositis;;;;;
PROV154;Western Summerset Sea;;;;;
PROV1540;Amsonia;;;;;
PROV1541;Tanacetum;;;;;
PROV1542;Helianthi;;;;;
PROV1543;Penstemon;;;;;
PROV1544;Dicentra;;;;;
PROV1545;Lilium;;;;;
PROV1546;Muscari;;;;;
PROV1547;Ipheion;;;;;
PROV1548;Echium;;;;;
PROV1549;Mathiola;;;;;
PROV155;Western Summerset Sea;;;;;
PROV1550;Aeichloros;;;;;
PROV1551;Nire;;;;;
PROV1552;Mantu;;;;;
PROV1553;Phenea;;;;;
PROV1554;Neule;;;;;
PROV1555;Keggea;;;;;
PROV1556;Revia;;;;;
PROV1557;Phylcevea;;;;;
PROV1558;Thada;;;;;
PROV1559;Phuspea;;;;;
PROV156;Coast of Sunhold;;;;;
PROV1560;Xelea;;;;;
PROV1561;Nializea;;;;;
PROV1562;Thetta;;;;;
PROV1563;Megne;;;;;
PROV1564;Retha;;;;;
PROV1565;Gurvohuld;;;;;
PROV1566;Hjeijadr;;;;;
PROV1567;Brudr;;;;;
PROV1568;Skirys;;;;;
PROV1569;Hruvold;;;;;
PROV157;Coast of Sunhold;;;;;
PROV1570;Gogjend;;;;;
PROV1571;Vef;;;;;
PROV1572;Knetsiag;;;;;
PROV1573;Meyhuf;;;;;
PROV1574;Thrialdr;;;;;
PROV1575;Thalnafar;;;;;
PROV1576;Threyngroldr;;;;;
PROV1577;Oenethera;;;;;
PROV1578;Typha;;;;;
PROV1579;Corneloris;;;;;
PROV158;Coast of Dusk;;;;;
PROV1580;Maira;;;;;
PROV1581;Nassella;;;;;
PROV1582;Veris;;;;;
PROV1583;Eucaloris;;;;;
PROV1584;Menodice;;;;;
PROV1585;Synallia;;;;;
PROV1586;Cembra;;;;;
PROV1587;Tang Mo;;;;;
PROV1588;Latifolia;;;;;
PROV1589;Osagia;;;;;
PROV159;Eastern Summerset Sea;;;;;
PROV1590;Ethimelle;;;;;
PROV1591;Phacelia;;;;;
PROV1592;Incana;;;;;
PROV1593;Pellitorina;;;;;
PROV1594;Ban'ma;;;;;
PROV1595;Adina;;;;;
PROV1596;Fernis;;;;;
PROV1597;Selestia;;;;;
PROV1598;Aerea;;;;;
PROV1599;Alisma;;;;;
PROV16;Roscrea-Morrowind Passage;;;;;
PROV160;Western Summerset Sea;;;;;
PROV1600;Roseris;;;;;
PROV1601;Idaphise;;;;;
PROV1602;Eyteliana;;;;;
PROV1603;Celosia;;;;;
PROV1604;Messelise;;;;;
PROV1605;Rhiex;;;;;
PROV1606;Versaduesci;;;;;
PROV1607;Zakna;;;;;
PROV1608;Qothvith;;;;;
PROV1609;Julaav;;;;;
PROV161;Hillas Bay;;;;;
PROV1610;Thisk;;;;;
PROV1611;Thaes;;;;;
PROV1612;Elra;;;;;
PROV1613;Chayirzia;;;;;
PROV1614;Cruthraxaz;;;;;
PROV1615;Chesk;;;;;
PROV1616;Thrix;;;;;
PROV1617;Bethlas;;;;;
PROV1618;Ozuith;;;;;
PROV1619;Dezonzo;;;;;
PROV162;Threytonuldr Sea;;;;;
PROV1620;Beceti;;;;;
PROV1621;Khiax;;;;;
PROV1622;Ertaez;;;;;
PROV1623;Crethre;;;;;
PROV1624;Chiyothro;;;;;
PROV1625;Vastinda;;;;;
PROV1626;Ros;;;;;
PROV1627;Barzita;;;;;
PROV1628;Isedrah;;;;;
PROV1629;Elzaqess;;;;;
PROV163;Hillas Bay;;;;;
PROV1630;Rake;;;;;
PROV1631;Jathla;;;;;
PROV1632;Uccekos;;;;;
PROV1633;Icolqa;;;;;
PROV1634;Krenia;;;;;
PROV1635;Aekes;;;;;
PROV1636;Dagnass;;;;;
PROV1637;Oratus;;;;;
PROV1638;Chayukri;;;;;
PROV1639;Inzaejosk;;;;;
PROV164;Hillas Bay;;;;;
PROV1640;Shaesci;;;;;
PROV1641;Shiss;;;;;
PROV1642;Qeix;;;;;
PROV1643;Dere;;;;;
PROV1644;Izs;;;;;
PROV1645;Rithri;;;;;
PROV1646;Ahith;;;;;
PROV1647;Ocute;;;;;
PROV1648;Crass;;;;;
PROV1649;Ekothress;;;;;
PROV165;Coast of Veil;;;;;
PROV1650;Thah;;;;;
PROV1651;Hode;;;;;
PROV1652;Akarse;;;;;
PROV1653;Crortaxa;;;;;
PROV1654;Acheru;;;;;
PROV1655;Yurshi;;;;;
PROV1656;Dhenri;;;;;
PROV1657;Othuria;;;;;
PROV1658;Thoreisk;;;;;
PROV1659;Halquh;;;;;
PROV166;Roscrea-Atmora Passage;;;;;
PROV1660;Hetho;;;;;
PROV1661;Iecinzae;;;;;
PROV1662;Thriax;;;;;
PROV1663;Akogze;;;;;
PROV1664;Ronqus;;;;;
PROV1665;Zou Pek;;;;;
PROV1666;Mo' Kesh;;;;;
PROV1667;Tun Sha;;;;;
PROV1668;Ri Pong;;;;;
PROV1669;Sek Tun;;;;;
PROV167;Coast of Veil;;;;;
PROV1670;Ku' Ming;;;;;
PROV1671;Shan Po;;;;;
PROV1672;Mei Lang;;;;;
PROV1673;Po'hax;;;;;
PROV1674;Pak Nui;;;;;
PROV1675;Lin Kash;;;;;
PROV1676;Wu Tang;;;;;
PROV1677;Ke' Sho;;;;;
PROV1678;Tei Pon;;;;;
PROV1679;Ryu Kin;;;;;
PROV168;Kolli Sea;;;;;
PROV1680;Sa' Meng;;;;;
PROV1681;Pon Tsu;;;;;
PROV1682;Ning Sha;;;;;
PROV1683;Ko' Resh;;;;;
PROV1684;Tai Pek;;;;;
PROV1685;Shi' Nu;;;;;
PROV1686;Men Tao;;;;;
PROV1687;Ohadhax;;;;;
PROV1688;Ra' Shin;;;;;
PROV1689;Tu' Mok;;;;;
PROV169;Kolli Sea;;;;;
PROV1690;Shen Liu;;;;;
PROV1691;Pei Ko;;;;;
PROV1692;Nok Shu;;;;;
PROV1693;Tang Mi;;;;;
PROV1694;Ki' Pon;;;;;
PROV1695;Roku;;;;;
PROV1696;Sho' Kin;;;;;
PROV1697;Mu Tan;;;;;
PROV1698;Te' Sha;;;;;
PROV1699;Rin Kuo;;;;;
PROV17;Sea of Roscrea;;;;;
PROV170;Central Atmoran Sea;;;;;
PROV1700;Shao Pi;;;;;
PROV1701;Kun Mo;;;;;
PROV1702;Na' Teng;;;;;
PROV1703;Sei Ku;;;;;
PROV1704;Po' Rin;;;;;
PROV1705;Mak Shu;;;;;
PROV1706;Tong Lai;;;;;
PROV1707;Ka' Shin;;;;;
PROV1708;Ru Pek;;;;;
PROV1709;Shen Ko;;;;;
PROV171;Central Old Sea;;;;;
PROV1710;Mi' Tun;;;;;
PROV1711;Kalipa;;;;;
